tares, 6.195594730245376
lares, 6.151313589324648
rales, 6.115942447723608
rates, 6.097615309189669
teras, 6.0782583499051865
nares, 6.068444540347892
soare, 6.06230277606137
tales, 6.056305337096995
reais, 6.051229434211684
tears, 6.033781875729958
arles, 6.0313346301982085
tores, 6.019304195305772
salet, 6.017847926120472
aeros, 6.0140608641637225
dares, 6.011187647555291
reals, 6.000797839298545
saner, 6.000576805791653
lears, 5.990079707202219
lores, 5.9776421507796
serai, 5.974867726286675
lanes, 5.972511722164217
laers, 5.9702900415510936
pares, 5.968213362998893
cares, 5.967144761064438
tires, 5.964383595082226
saine, 5.963424422866938
seral, 5.955151475745525
mares, 5.953410921554054
reans, 5.952372932172154
aloes, 5.945132524112876
sared, 5.943640546728598
roles, 5.942997318682203
teals, 5.939707382542126
aures, 5.931616264978705
earls, 5.928297174201001
taels, 5.922413689122113
raise, 5.9207403129603655
tries, 5.9200070478937175
rotes, 5.918093497065239
sorel, 5.917423601184415
leats, 5.913512336508692
nears, 5.906724128616515
toeas, 5.905883954361827
strae, 5.899156379387941
rones, 5.897216135782095
nates, 5.896736671327611
earns, 5.886258527501236
taser, 5.884476928607908
toles, 5.883415940185227
dales, 5.883108211807056
taros, 5.882409682573168
riles, 5.882074643404769
arets, 5.8815746637472905
hares, 5.878147400395494
toras, 5.875051016749582
slate, 5.872449594305678
dears, 5.865959565843447
soler, 5.865406151148313
gares, 5.863414150340903
bares, 5.8628434908501
raits, 5.8613837534900535
races, 5.8598099276781515
rites, 5.859668255816742
laris, 5.856269066984965
rapes, 5.855211423347484
leans, 5.8521275746989785
aeons, 5.8434610870577055
rails, 5.838255158143453
dores, 5.8375200056967635
stare, 5.837291146731137
snare, 5.836500574362694
siren, 5.834831079758801
pales, 5.833999215075605
tones, 5.832668198871727
rines, 5.830909549176486
laser, 5.830766413665202
dates, 5.826578308785131
tiles, 5.8236278555236725
reads, 5.8213482467143285
lairs, 5.821306518917608
males, 5.820642548621246
orles, 5.818261507013144
leirs, 5.815780049443665
neats, 5.81554126537031
lotes, 5.815270789996787
lades, 5.815091499278774
neals, 5.813463560976219
